ASJP_NAME,AUTHOR,YEAR,TITLE_ETC,LIST_MADE_BY
BILIAU,"Simons, Gary F. and Linda Simons",1977,"A vocabulary of Biliau, an Austronesian language of New Guinea, with notes on its development from Proto Oceanic. Working Papers for the Language Variation and Limits to Communication Project 2. Ithaca: Cornell University and Summer Institute of Linguistics. http://www.sil.org/~simonsg/reprint/Biliau.pdf.",EK
BILIN,"Appleyard, David L.",2006,A comparative dictionary of the Agaw languages. Köln: Rüdiger Köppe Verlag.,AM
BILIN_2,"Bender, M. Lionel",1971,The languages of Ethiopia: A new lexicostatistic classification and some problems of diffusion. Anthropological Linguistics 13. 165-288.,AM
BILMA_KANURI,"Bulakarima, Shettina Umara.",1996,Kanembu-Kanuri relationship: a proposal. Berichte des Sonderforschungsbereichs 268 8. 37-49.,TVV
BILMA_KANURI,"Hodgson, William B.",1844,"Notes on Northern Africa, the Sahara and Soudan. New York: Wiley and Putnam.",TVV
BILOXI,"Dorsey, James Owen and John R. Swanton",1912,A dictionary of the Biloxi and Ofo languages. Washington: Government Printing Office.,CB
BILUA,,ca. 1960,Bilua dictionary. MSS and Archive C-25. Special Collections. Auckland: University of Auckland library.,
BILUR,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
BIMA,,,http://language.psy.auckland.ac.nz/austronesian/about.php (accessed February 2008),AM/MD
BIMIN,"Weber, Thomas",n.d.,"[Data supplied by Thomas Weber, SIL Papua New Guinea.]",CB
BIMOBA,"Jacobs, Gillian",1970,"Bimoba Syntax: A Syntagmatic Analysis (Language Monographs 1). Institute of African Studies, University of Ghana.",TVV
BINA,"Dutton, Tom E.",1976,"Magori and similar languages of South-East Papua. In: Wurm, Stephen A. (ed.), New Guinea area languages and language study Vol 2: Austronesian languages, 581-636. Canberra: Research School of Pacific and Asian Studies, Australian National University.",JB
BINAHARI,"Ray, Sidney H.",1938,The languages of the eastern and south-eastern division of Papua. Journal of the Royal Anthropological Institute of Great Britain and Ireland 68. 153-208.,JB
BINANDERE,"King, Copland",1927,"Grammar and dictionary of the Binandele language, Mamba River, North Division, Papua. Sydney: D. S. Ford.",JB
BINE_KUNINI,"Riley, Baxter E. and Sidney H. Ray",1930,"1930, 1931. Sixteen Vocabularies from the Fly River, Papua.  Anthropos XXV, XXV, XXVI. 173-193, 831-850, 171-192.",
BINTULU,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
BINUKID,"Reid, Lawrence A. (ed.)",1971,Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication No. 8. Honolulu: University of Hawai'i Press.,AKW
BINUMARIEN,The Rosetta Project,n.d.,[Data supplied by Timothy Usher.],SW
BIORI_PHALURA,"Decker, Kendall D.",1992,"Sociolinguistic survey of Northern Pakistan 5: Languages of Chitral. SIL and National Institute of Pakistanti Studies, Quaid-i-Azam University.",
BIPI,,,,
BIRA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
BIRA_BIP,"Harvey, Tammie K.",1997,The Bali of northeastern Congo-Kinshasa: uncovering the history of a people shrouded by the Ituri rain forest. Arlington: The University of Texas at Arlington MA thesis. ,TVV
BIRA_MIALA_BUNIA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
BIRA_SEDZABO,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
BIRAYLE,"Wedekind, Klaus",2002,"Sociolinguistic survey report of the languages of the Gawwada, Tsamay and Diraasha areas with excursions to Birayle (Ongota) and Arbore (Irbore) part II. ",AM
BIRGIT,"Jungraithmayr, Herrmann",2004,"Das Birgit, eine Osttschadische Sprache – Vokabular und Grammatische Notizen. In Takács, Gábor (ed.), Egyptian and Semito-Hamitic (Afro-Asiatic) studies in memoriam W. Vycichl (Studies in Semitic languages and linguistics, 39), 342-371.",JB
BIRHOR,"Osada, Toshiki",1993,"Field notes on Birhor. In Tsuyoshi Nara (ed.), A computer-assisted study of South-Asian languages, 30-41. Tokyo: ILCAA.",TVV
BIRI,"Terrill, Angela",1998,"Biri. (Languages of the World/Materials, 258.) München: Lincom.",JB
BIRIFOR_SOUTHERN,"Kuch, Larry",1993,"The phonology of Birifor. Legon: Institute of African Studies, University of Ghana.",JB
BIRITAI,"Clouse, Duane A.",1997,"Toward a reconstruction and reclassification of the Lakes Plain languages of Irian Jaya. In Karl J. Franklin (ed.), Papers in Papuan linguistics No. 2 (Pacific Linguistics: Series A 85), 133-236. Canberra: Research School of Pacific and Asian Studies, Australian National University.",JB
BIRKED,"Thelwall, Robin E. W.",1977,"A Birgid vocabulary list and its links with Daju. In Herbert Ganslmayr (ed.), Gedenkschrift Gustav Nachtigal, 1874-1974 (Veröffentlichungen aus dem Übersee-Museum Bremen: Reihe C 1), 197-210. Bremen: Übersee-Museum.",JB
BIRRDHAWAL,"Wafer, Jim and Amanda Lissarrague",2008,"A handbook of Aboriginal languages of New South Wales and the Australian Capital Territory. Nambucca Heads, NSW:  Muurrbay Aboriginal Language & Culture Co-operative.",JB
BIRRI_AUSTRALIA,The Rosetta Project,n.d.,[Data supplied by Timothy Usher.],SW
BIRRI_C_AFRICAN_REP,"Santandrea, P. Stefano",1966,The Birri language: Brief elementary notes (Museum Combonianum 20). Bologna: Editrice Nigrizia.,JB
BISA,"Naden, A. J.",1977,"Bisa. In Kropp Dakubu, M. E. (ed.), West African language data sheets, vol. 1. Legon, Ghana: West African Linguistic Society.",VV
BISAYA_BRUNEI,"Nothofer, Bernd",1991,"The Languages of Brunei Darussalam. In Hein Steinhauer (ed.), Papers in Austronesian Linguistics No. 1 (Pacific Linguistics: Series A 81), 151-176. Canberra: Research School of Pacific and Asian Studies, Australian National University.",JB
BISAYA_SABAH,"Ray, Sidney H.",1913,The Languages of Borneo. Sarawak Museum Journal 1(4). 1-196.,JB
BISENI,"Blench, Roger",2007,Comparative Ijoid word list. ( http://www.rogerblench.info/Linguistics%20papers%20opening%20page.htm Accessed: 10 Nov 2009.),VV
BISIS,SIL,1967,"Summer Institute of Linguistics Language Survey of Bisis, 1967.",SW/MSD
BISLAMA,"Crawley, Terry",1990,"Beach-la-Mar to Bislama: The emergence of a national language in Vanuatu. Oxford: Clarendon.; Crawley, Terry. 1998. The Bislama lexicon before the First World War: Written attestations. In Mühlhäusler, P. (ed.), Papers in Pidgin and Creole Linguistics 5, 61-106. Canberra: Pacific Linguistics.; Meyerhoff, Miriam. 2000. Constraints on null subjects in Bislama (Vanuatu). Canberra: Pacific Linguistics.",VV
BISORIO_2,"Davies, John and Bernard Comrie",1985,"A linguistic survey of the Upper Yuat. In Papers in New Guinea Linguistics 22 (Pacific Linguistics: Series A 63), 275-312. Canberra: Research School of Pacific and Asian Studies, Australian National University.",JB
BISORIO_3,"Conrad, Robert J. and Ronald K. Lewis",1988,"Some language and sociolinguistic relationships in the Upper Sepik region of Papua New Guinea. In: Geoffrey P. Smith (ed.), Papers in New Guinea Linguistics 26, 243-273. Canberra: Research School of Pacific and Asian Studies, Australian National University.",MSD
BISU,"Peiros, Ilia",1998,Comparative Linguistics in Southeast Asia. Pacific Linguistics C-142. Canberra: Australian National University.,CB
BIT,"Kingsada, Thongpheth and Tadahiko Shintani (eds.)",1999,"Basic vocabularies of the languages spoken in Phongxaly, Lao. Tokyo: Institute for the Study of Languages and Cultures of Asia and Africa.",VV/SW
BIWAT,"Laycock, Donald C.",n.d.,"Notebook D23: Selected Research Papers of Don Laycock on Languages in Papua New Guinea: Biwat, Yaul, Kambaramba (Ap Ma). Don Laycock (compiler). n.d. Pacific And Regional Archive for Digital Sources in Endangered Cultures (PARADISEC). paradisec.org.au/repository/DL2/items/034.",MSD
BIWAT_2,SIL,1975,"Summer Institute of Linguistics Language Survey of Biwat, 1975.",SW/MSD
BIWAT_3,SIL,1976,"Summer Institute of Linguistics Language Survey of Biwat, 1976.",SW/MSD
BIWAT_MUDUKUMO,"McElvenny, James",2006,"Draft sketch grammar of Biwat (Mudukumo/Mundugumor), a Yuat language of East Sepik Province, PNG.",MSD
BIYANDA,"Boyeldieu, Pascal and France Cloarec-Heiss",1986,"Dialectometrie lexicale dans le domaine oubangien. In Guarisma, Gladys and Wilhelm J. G. Möhlig (eds.), La méthode dialectometrique appliquée aux languages africaines, 331-393. Berlin: Dietrich Reimer Verlag.",SW/VV
BIYOM,"Z'graggen, Johannes A.",1980,"A comparative word list of the Southern Adelbert Range languages, Madang Province, Papua New Guinea. Pacific Linguistics D-33. Canberra: Australian National University.",CB
BIYUE,"Peiros, Ilia",1998,Comparative Linguistics in Southeast Asia. Pacific Linguistics C-142. Canberra: Australian National University.,CB
BLABLANGA,,,http://language.psy.auckland.ac.nz/austronesian/language.php?id=580 (accessed 09-19-09),SW
BLACK_TAI_2,"Hudak, Thomas J.",2008,William J. Gedney's comparative Tai source book. Honolulu: University of Hawai'i Press.,AKW
BLACK_THAI,"Shafer, Robert",1974,Introduction to Sino-Tibetan. Wiesbaden: Otto Harrassowitz.,SW
BLACKFOOT,"Frantz, Donald G. and Norma Jean Russell",1989,"Blackfoot dictionary of stems, roots, and affixes. Toronto: University of Toronto Press.",CB
BLAGAR,"Robinson, Laura C. and Gary Holton",2012,Internal classification of the Alor-Pantar language family using computational methods applied to the lexicon. Language Dynamics and Change 2(2). 123-149.,AKW
BLAGAR_APURI_PURA,"Stokhof, W. A. L.",1975,"Preliminary notes on the Alor and Pantar languages (East Indonesia). Pacific Linguistics B-43. Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University.",
BLAGAR_BAKALANG,"Stokhof, W. A. L.",1975,"Preliminary notes on the Alor and Pantar languages (East Indonesia). Pacific Linguistics B-43. Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University.",ZM
BLAGAR_LIMARAHING,"Stokhof, W. A. L.",1975,"Preliminary notes on the Alor and Pantar languages (East Indonesia). Pacific Linguistics B-43. Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University.",ZM
BLAGAR_RETTA_PURA,"Stokhof, W. A. L.",1975,"Preliminary notes on the Alor and Pantar languages (East Indonesia). Pacific Linguistics B-43. Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University.",ZM
BLAGAR_RETTA_TERNATE,"Stokhof, W. A. L.",1975,"Preliminary notes on the Alor and Pantar languages (East Indonesia). Pacific Linguistics B-43. Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University.",ZM
BLAGAR_TEREWENG,"Stokhof, W. A. L.",1975,"Preliminary notes on the Alor and Pantar languages (East Indonesia). Pacific Linguistics B-43. Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University.",ZM
BLE,"Heath, Jeffrey",2016,Jalkunan-English-French Lexicon. https://dogonlanguages.org/files.,SW/GS
BO,"Conrad, Robert J. et al.",1975,Papers in New Guinea Linguistics No. 18. Pacific Linguistics Series A - No. 40. Canberra: Australian National University.,AKW
BOA_ABAMAKE,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
BOA_BABANDA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
BOA_BUTA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
BOANO,"Himmelmann, Nikolaus P.",2001,"Sourcebook on Tomini-Tolitoli languages: General information and word lists. Canberra: Pacific Linguistics, Research School of Pacific and Asian Studies, Australian National University.",ZM
BOAZI,"Voorhoeve, C. L.",1975,"Languages of Irian Jaya, Checklist: preliminary classification, language maps, wordlists. (Pacific Linguistics: Series B, 31.) Canberra: Research School of Pacific and Asian Studies, Australian National University.",JB
BOBANGI,"Mangulu, Motingea",1996,Etude comparative des langues ngiri de l'entre Ubangi-Zaire. Leiden: Research School CNWS,AKW
BOBAWA,,,,AKW
BOBOT,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
BODE_DOEI,"Koelle, Sigismund W.",1854,Polyglotta Africana or Comparative Vocabulary of Nearly Three Hundred Words and Phrases in more than One Hundred Distinct African Languages. London: Church Missionary House. ,MSD
BODO,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=de&cl=de (accessed March 2008),AKW
BODO,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=de&cl=de (accessed March 2008),AKW
BODO_GADABA,"Gau?a, Du?khi?y?ma",1991,"G?dab? (by?kara?a, racan?ba??, ?abdako?a). (Tribal Language Study Series 6). Bhubaneswar: Academy of Tribal Dialects and Culture, Harijan and Tribal Welfare Department, Government of Orissa.; Griffiths, Arlo. 2008. Gutob. In Gregory D. S. Anderson (ed.), The Munda languages (Routledge language family series), 633-681. London & New York: Routledge.",MSD
BODO_INDIA,"Mochari, Moniram",1985,"Bodo-English dictionary. Kokrajhar, Assam, India: Bodo Catholic Youth Association.",JB
BODOBELGHORIA_SANTALI,"Kim, S., A. Kim, S. Ahmad and M. Sangma",2010,The Santali cluster in Bangladesh: A sociolinguistic survey. SIL Electronic Survey Reports 2010-006.,SS
BODUGUKAKAN,,,,
BOEPINANG_BAJAU,,,http://language.psy.auckland.ac.nz/austronesian/language.php?id=626 (accessed October 2009),SS
BOFI,"Moñino, Yves",1995,Le proto-Gbaya: Essai de linguistique comparative historique sur vingt-et-une langues d'Afrique centrale (SELAF 357). Paris: Peeters.,JB
BOGA,"Kraft, Charles H.",1981,"Chadic wordlists II (""Biu-Mandara""), p. 39 ff. Berlin: Verlag von Dietrich Reimer.",AM
BOGAYA,"Shaw, R. Daniel",1986,The Bosavi language family. Papers in New Guinea linguistics 24. 45-76. Pacific Linguistics A-70. Canberra: Australian National University.,MD/OB
BOGHOM,"Kraft, Charles H.",1981,"Chadic wordlists I (""Plateau-Sahel""), p. 164 ff. Berlin: Verlag von Dietrich Reimer.",AM
BOGONGO,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
BOIKIN,"Foley, W. A.",2005,"Linguistic prehistory in the Sepik-Ramu basin. Pp. 109-144.Pawley, A., Attenborough, R., Golson, R., & Hide, R. eds. Papuan pasts:cultural, linguistic and biological histories of Papuan-speaking peoples.",SW
BOKAR,,,,AM
BOKI,"Mansfeld, Alfred",1908,Urwald-Dokumente: 4 Jahre unter den Crossflußnegern Kameruns. Berlin: Reimer,VV
BOKO,"McCallum Jones, R.",1998,The Boko/Busa language cluster. München: Lincom Europa.,VV
BOKO_2,"Koelle, Sigismund Wilhelm",1963 [1854],"Polyglotta africana, or a comparative vocabulary of nearly three hundred words and phrases in more than one hundred distinct African languages. London: Church Missionary House.",SW/GS
BOKO_DRC,"Mangulu, Andre? Motingea",1990,"Le parler des Mbonji. Parlers riverains de l'entre Ubangi-Zaire: e?le?ments de structure grammaticale (Etudes Aequatoria 8), 141-160. Bamanya: Centre Aequatoria.",TVV
BOKOBARU,"McCallum Jones, R.",1998,The Boko/Busa language cluster. München: Lincom Europa.,VV
BOKOBARU_2,"McCallum Jones, Ross",2004,Bokobaru dictionary. München: Lincom Europa.,SW/GS
BOKOTO,"Moñino, Yves",1995,Le proto-Gbaya: Essai de linguistique comparative historique sur vingt-et-une langues d'Afrique centrale (SELAF 357). Paris: Peeters.,JB
BOKYI,"Koelle, Sigismund Wilhelm",1963 [1854],"Polyglotta africana, or a comparative vocabulary of nearly three hundred words and phrases in more than one hundred distinct African languages. London: Church Missionary House.",SW/GS
BOLA,"Wiebe, Brent",n.d.,"[Data supplied by Brent Wiebe, Summer Institute of Linguistics, Papua New Guinea.]",CB
BOLE,"Kraft, Charles H.",1981,"Chadic wordlists I (""Plateau-Sahel""), p. 78 ff. Berlin: Verlag von Dietrich Reimer.; Köbler, Gerhard, Schuh, R. G. (Ed.). (2009). Bole-English-Hausa Dictionary: Alhaji Maina Gimba Malam Baba Ali Madu Bah. Potiskum: Ajami Press.",AM
BOLE_2,"Militarev, Alexander",2000,"Towards the chronology of Afrasian (Afroasiatic) and its daughter families. Time Depth in Historical Linguistics, vol.1 ed. by Colin Renfrew, April McMahon, and Larry Trask, 267-307. Cambridge: McDonald Institute for Archaeological Research.",JB
BOLE_3,"Koelle, Sigismund Wilhelm",1963 [1854],"Polyglotta africana, or a comparative vocabulary of nearly three hundred words and phrases in more than one hundred distinct African languages. London: Church Missionary House.",SW/GS
BOLEKE_BOMITABA,"Gardner, William L.",2006,Language use in the Epena district of Northern Congo. SIL Electronic Survey Reports. SIL International.,SS
BOLGO,"Kastenholz, Raimund",2017,"La Langue Bolgo du Guéra (Tchad): Notes de recherche et matériel lexical. Arbeitspapiere des Instituts für Ethnologie und Afrikastudien der Johannes Gutenberg-Universität Mainz 172. Mainz: Institut für Ethnologie und Afrikastudien, Johannes Gutenberg-Universität.",SW/GS
BOLIA,"Mamet, M.",1960,Le langage des Bolia: (Lac Léopold II). Tervuren: Commission de Linguistique Africaine.,JB
BOLIA_BANDUNDU,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
BOLIA_NSAO,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
BOLIANO,"Reed, W. A.",1904,"Distribution of Negritos. In Negritos of Zambales (Ethnological Survey Publications 2:1), 13-23. Manila: Bureau of Public Printing.",JB
BOLO,"Koelle, Sigismund Wilhelm",1963 [1854],"Polyglotta africana, or a comparative vocabulary of nearly three hundred words and phrases in more than one hundred distinct African languages. London: Church Missionary House.",SW/GS
BOLON,"Zoungrana, Ambroise",1987,"Esquisse phonologique et grammaticale du Bolon (Burkina-Faso) – contribution à  la dialectologie Mandé. Ph.D. dissertation, Paris 3.",JB
